1:1	Adam|the-man Seth|Seth Enos|Enosh
27:27	Über|above die|the Weinberge|vineyard war|was Simei|Shimei der|the Ramathiter|[Ramathiter] über|above die|the Weinkeller|vineyard und|and Schätze|[Schätze] des|of-the Weins|wine war|was Sabdi|Zabdi der|the Sephamiter|[Sephamiter]
27:28	Über|above die|the Ölgärten|olive und|and Maulbeerbäume|sycamore in|in den|the Auen|valley war|was Baal-|[Baal-] Hanan|Baalhanan der|the Gaderiter|[Gaderiter] Über|over den|the Ölschatz|oil war|was Joas|[Joas]
27:29	Über|above die|the Weiderinder|feed zu|to Saron|Sharon war|was Sitrai|[Sitrai] der|the Saroniter|[Saroniter] aber|but über|above die|the Rinder|ox in|in den|the Gründen|valley war|was Saphat|Shaphat der|the Sohn|old Adlais|[Adlais]
27:30	Über|above die|the Kamele|camel war|was Obil|[Obil] der|the Ismaeliter|Ishmeelite Über|above die|the Esel|donkeys war|was Jehdeja|[Jehdeja] der|the Meronothiter|Meronothite
27:31	Über|above die|the Schafe|flock war|was Jasis|[Jasis] der|the Hagariter|[Hagariter] Diese|these waren|were alle|all (manner Oberste|prince über|over die|the Güter|goods des|of-the Königs|royal David|David
27:32	Jonathan|Jonathan aber|but Davids|David Vetter|beloved war|was Rat|counsel ein|a verständiger|[verständiger] und|he gelehrter|scribe Mann|man Und|and Jehiel|Jehiel der|the Sohn|old Hachmonis|[Hachmonis] war|was bei|hide den|the Söhnen|old des|of-the Königs|royal
27:33	Ahithophel|[Ahithophel] war|was auch|also Rat|counsel des|of-the Königs|royal Husai|[Husai] der|the Arachiter|[Arachiter] war|was des|of-the Königs|royal Freund|neighbour
27:34	Nach|after Ahithophel|[Ahithophel] war|was Jojada|Jehoiada der|the Sohn|old Benajas|Benaiah und|and Abjathar|[Abjathar] Joab|Joab aber|but war|was der|the Feldhauptmann|prince des|of-the Königs|royal
28:1	Und|and David|David versammelte|gather gen|to Jerusalem|Jerusalem alle|all (manner Obersten|prince Israels|Israelites nämlich|namely die|the Fürsten|prince der|the Stämme|tribe die|the Fürsten|prince der|the Ordnungen|course die|the dem|the König|royal dienten|serve die|the Fürsten|prince über|over tausend|thousand und|and über|prince hundert|hundred die|the Fürsten|prince über|over die|the Güter|all (manner und|and das|the Vieh|cattle des|of-the Königs|royal und|and seiner|his Söhne|old mit|hide den|the Kämmerern|eunuch die|the Kriegsmänner|mighty und|and alle|all (manner ansehnlichen|[ansehnlichen] Männer|army
28:2	Und|and David|David der|the König|royal stand|arise auf|above und|and sprach|said Höret|hear mir|me zu|to meine|my Brüder|brothers und|and mein|my Volk|nation Ich|I hatte|had mir|me vorgenommen|hide ein|a Haus|household zu|to bauen|build da|then ruhen|rest sollte|would die|the Lade|coffin des|of-the Bundes|covenant des|of-the HERRN|GOD und|and der|the Schemel|stool.hădôm seiner|his Füße|feet unsres|[unsres] Gottes|of-God und|and hatte|had mich|me geschickt|prepare zu|to bauen|build
28:3	Aber|but Gott|God ließ|had mir|me sagen|say Du|you sollst|shall meinem|my Namen|name kein|not Haus|household bauen|build denn|and du|you bist|are ein|a Kriegsmann|[Kriegsmann] und|and hast|have Blut|blood vergossen|shed
28:4	Nun|now hat|has der|the HERR|GOD der|the Gott|God Israel|Israelites mich|me erwählt|[erwählt] aus|stringed instrument meines|my Vaters|father's ganzem|all (manner Hause|household daß|that ich|I König|royal über|above Israel|Israelites sein|his sollte|be thou ewiglich|ever Denn|and er|he hat|has Juda|Judah erwählt|[erwählt] zum|as-a Fürstentum|ruler und|and im|in-the Hause|household Juda|Judah meines|my Vaters|father's Haus|household und|and unter|under meines|my Vaters|father's Kindern|old hat|has er|he Gefallen|subsided gehabt|accept an|to mir|me daß|that er|he mich|me über|above ganz|all (manner Israel|Israelites zum|as-a König|King machte|reign
28:5	Und|and unter|stringed instrument allen|all (manner seinen|his Söhnen|old denn|for der|the HERR|GOD hat|has mir|me viele|many Söhne|old gegeben|put hat|has er|he meinen|my Sohn|old Salomo|Solomon erwählt|[erwählt] daß|that er|he sitzen|[sitzen] soll|dwell auf|above dem|the Stuhl|throne des|of-the Königreichs|kingdom des|of-the Herrn|GOD über|above Israel|Israelites
28:6	und|and hat|has zu|to mir|me geredet|spoken Dein|your Sohn|old Salomo|Solomon soll|shall mein|my Haus|household und|and meine|my Vorhöfe|court bauen|build denn|and ich|I habe|have ihn|him erwählt|[erwählt] zum|as-a Sohn|old und|and ich|I will|will sein|his Vater|father sein|his
28:7	und|and will|will sein|his Königreich|kingdom bestätigen|prepare ewiglich|ever so|then er|he wird|will anhalten|strong daß|that er|he tue|make nach|after meinen|my Geboten|commandments und|and Rechten|judgment wie|as es|it heute|this steht|is
28:8	Nun|henceforth vor|eye dem|the ganzen|all (manner Israel|Israelites der|the Gemeinde|congregation des|of-the HERRN|GOD und|and vor|before den|the Ohren|ears unseres|[unseres] Gottes|of-God So|then haltet|keep und|and sucht|seek alle|all (manner die|the Gebote|commandments des|of-the HERRN|GOD eures|your Gottes|of-God auf|on daß|answer ihr|you besitzet|possess das|the gute|good Land|land und|and es|it vererbt|inherit auf|on eure|your Kinder|old nach|after euch|you ewiglich|ever
28:9	Und|and du|you mein|my Sohn|old Salomo|Solomon erkenne|know den|the Gott|God deines|your Vaters|father's und|and diene|serve ihm|him mit|with ganzem|perfect Herzen|heart und|and mit|with williger|desire Seele|soul Denn|and der|the HERR|GOD sucht|seek alle|all (manner Herzen|heart und|and versteht|[versteht] aller|all (manner Gedanken|thought Dichten|imagination Wirst|will du|you ihn|him suchen|seek so|then wirst|will du|you ihn|him finden|find wirst|will du|you ihn|him aber|but verlassen|forsake so|then wird|will er|he dich|you verwerfen|cast away ewiglich|ever
28:10	So|then siehe|see nun|henceforth zu|see denn|and der|the HERR|GOD hat|has dich|you erwählt|[erwählt] daß|that du|you sein|his Haus|household baust|build zum|as-a Heiligtum|sanctuary Sei|be getrost|strong und|and mache|make es|it
28:11	Und|and David|David gab|put seinem|his Sohn|old Salomo|Solomon ein|a Vorbild|pattern der|the Halle|[Halle] des|of-the Tempels|[Tempels] und|and seiner|his Häuser|household und|and der|the Gemächer|[Gemächer] und|and Söller|chamber und|and Kammern|inner inwendig|inside und|and des|of-the Hauses|household Gnadenstuhls|mercy seat
28:12	dazu|also Vorbilder|pattern alles|all (manner dessen|[dessen] was|what bei|hide ihm|him in|in seinem|his Gemüt|wind war|be thou nämlich|namely die|the Vorhöfe|court am|on-the Hause|household des|of-the HERRN|GOD und|and aller|all (manner Gemächer|chamber umher|circuits für|for die|the Schätze|[Schätze] im|in-the Hause|household Gottes|of-God und|and für|for die|the Schätze|[Schätze] des|of-the Geheiligten|holy
28:13	und|and der|the Ordnungen|course der|the Priester|priest und|and Leviten|Levite und|and aller|all (manner Geschäfte|work und|all (manner Geräte|vessel der|the Ämter|service im|in-the Hause|household des|of-the HERRN|GOD
28:14	und|and des|of-the goldenen|gold Zeuges|[Zeuges] nach|after dem|the Goldgewicht|weight zu|to allerlei|all (manner Geräte|vessel eines|one jeglichen|one Amts|service und|and alles|all (manner silbernen|silver Zeuges|vessel nach|after dem|the Gewicht|weight zu|to allerlei|all (manner Geräte|vessel eines|one jeglichen|one Amts|service
28:15	und|and das|the Gewicht|weight für|for den|the goldenen|gold Leuchter|candlestick und|and die|the goldenen|gold Lampen|lamp für|for jeglichen|one Leuchter|candlestick und|and seine|his Lampen|lamp sein|his Gewicht|weight also|so auch|weight für|for die|the silbernen|silver Leuchter|candlestick für|for den|the Leuchter|candlestick und|and seine|his Lampen|lamp nach|after dem|the Amt|service eines|one jeglichen|one Leuchters|candlestick
28:16	auch|also gab|gave er|he das|the Gewicht|weight des|of-the Goldes|gold für|for die|the Tische|table der|the Schaubrote|shewbread für|for jeglichen|one Tisch|table sein|his Gewicht|weight also|so auch|also des|of-the Silbers|silver für|for die|the silbernen|silver Tische|table
28:17	und|and für|for die|the Gabeln|fleshhook Becken|basons und|and Kannen|cover von|from lauterem|clean Golde|gold und|and für|for die|the goldenen|gold Becher|bason für|for jeglichen|one Becher|bason sein|his Gewicht|weight und|and für|for die|the silbernen|silver Becher|cup für|for jeglichen|one Becher|bason sein|his Gewicht|weight
28:18	und|and für|for den|the Räucheraltar|altar vom|from-the allerlautersten|refined Golde|gold sein|his Gewicht|weight auch|also ein|a Vorbild|pattern des|of-the Wagens|chariot nämlich|namely der|the goldenen|gold Cherubim|cherubims daß|that sie|they sich|himself ausbreiteten|spread und|and bedeckten|cover oben|above die|the Lade|coffin des|of-the Bundes|covenant des|of-the HERRN|GOD
28:19	“Das|[“Das] alles|all (manner ist|is mir|above beschrieben|writing gegeben|understand von|stringed instrument der|the Hand|by des|of-the HERRN|GOD daß|that es|it mich|me unterwiese|[unterwiese] über|over alle|all (manner Werke|work des|of-the Vorbildes|pattern ”|[”]
28:20	Und|and David|David sprach|said zu|to seinem|his Sohn|old Salomo|Solomon Sei|be getrost|strong und|and unverzagt|[unverzagt] und|and mache|make es|it fürchte|fear dich|you nicht|not und|and zage|dismayed nicht|not Gott|God der|the HERR|GOD mein|my Gott|God wird|will mit|hide dir|you sein|his und|and wird|will die|the Hand|hand nicht|not abziehen|feeble noch|not dich|you verlassen|forsake bis|ever du|you alle|all (manner Werke|work zum|as-a Amt|service im|in-the Hause|household des|of-the HERRN|GOD vollendest|consume
28:21	Siehe|behold da|then die|the Ordnungen|course der|the Priester|priest und|and Leviten|Levite zu|to allen|all (manner Ämtern|service im|in-the Hause|household Gottes|of-God sind|are mit|hide dir|you zu|to allem|all (manner Geschäft|work und|all (manner sind|are willig|prince und|and weise|wisdom zu|to allen|all (manner Ämtern|service dazu|also die|the Fürsten|prince und|and alles|all (manner Volk|nation zu|to allen|all (manner deinen|your Händeln|word
29:1	Und|and der|the König|royal David|David sprach|said zu|to der|the ganzen|all (manner Gemeinde|congregation Gott|God hat|has Salomo|Solomon meiner|my Söhne|old einen|a erwählt|[erwählt] der|the noch|still jung|servant und|and zart|tender ist|is das|the Werk|work aber|but ist|is groß|great denn|and es|it ist|is nicht|not eines|one Menschen|man Wohnung|palace sondern|and Gottes|of-God des|of-the HERRN|GOD
29:2	Ich|I aber|but habe|have aus|from allen|all (manner meinen|my Kräften|strength zugerichtet|prepare zum|as-a Hause|household Gottes|of-God Gold|gold zu|to goldenem|gold Silber|silver zu|to silbernem|silver Erz|brass zu|to erhernem|brass Eisen|iron zu|to eisernem|iron Holz|tree zu|to hölzernem|tree Geräte|equipment Onyxsteine|onyx und|and eingefaßte|consecration Steine|stones Rubine|paint und|and bunte|spotted Steine|needlework und|and allerlei|all (manner Edelsteine|precious und|and Marmelsteine|[Marmelsteine] die|the Menge|multitude
29:3	Überdas|testify aus|from Wohlgefallen|accept am|on-the Hause|household meines|my Gottes|of-God habe|have ich|put eigenes|[eigenes] Gutes|peculiar Gold|gold und|and Silber|silver
29:4	dreitausend|three Zentner|talent Gold|gold von|stringed instrument Ophir|Ophir und|and siebentausend|seven Zentner|talent lauteres|refined Silber|silver das|the gebe|is ich|I zum|as-a heiligen|holy Hause|household Gottes|of-God außer|stringed instrument allem|all (manner was|what ich|I zugerichtet|made habe|prepare die|the Wände|wall der|the Häuser|household zu|to überziehen|daub
29:5	daß|that golden|gold werde|will was|what golden|gold silbern|silver was|what silbern|silver sein|his soll|shall und|and zu|to allerlei|all (manner Werk|work durch|through die|the Hand|by der|the Werkmeister|carpenter Und|and wer|what ist|is nun|time willig|willing seine|his Hand|by heute|today dem|the HERRN|GOD zu|to füllen|fill
29:6	Da|then waren|were die|the Fürsten|prince der|the Vaterhäuser|[Vaterhäuser] die|the Fürsten|prince der|the Stämme|tribe Israels|Israelites die|the Fürsten|prince über|over tausend|thousand und|and über|over hundert|hundred und|and die|the Fürsten|prince über|over des|of-the Königs|royal Geschäfte|work willig|willing
29:7	und|and gaben|put zum|as-a Amt|service im|in-the Hause|household Gottes|of-God fünftausend|five Zentner|talent Gold|gold und|and zehntausend|variant Goldgulden|[Goldgulden] und|and zehntausend|ten Zentner|talent Silber|silver achtzehntausend|eight Zentner|talent Erz|brass und|and hundertausend|hundred Zentner|talent Eisen|iron
29:8	Und|and bei|with welchem|whomever Steine|stones gefunden|found wurden|find die|the gaben|gave sie|put zum|as-a Schatz|treasure des|of-the Hauses|household des|of-the HERRN|GOD unter|above die|the Hand|by Jehiels|Jehiel des|of-the Gersoniten|Gershonite
29:9	Und|and das|the Volk|nation ward|was fröhlich|rejoice daß|above sie|they willig|[willig] waren|willing denn|and sie|they gaben|gave s|willing von|from ganzem|perfect Herzen|heart dem|the HERRN|GOD freiwillig|willing Und|and David|David der|the König|royal freute|rejoice sich|himself auch|also hoch|great
29:10	und|David lobte|bless den|the HERRN|GOD und|David sprach|said vor|eye der|the ganzen|all (manner Gemeinde|congregation Gelobt|bless seist|are du|you HERR|GOD Gott|God Israels|Israelites unsers|our Vaters|father's ewiglich|stringed instrument
29:11	Dir|you HERR|GOD gebührt|[gebührt] die|the Majestät|greatness und|and Gewalt|might Herrlichkeit|glory Sieg|ever und|and Dank|glory Denn|and alles|all (manner was|what im|in-the Himmel|heaven und|and auf|on Erden|earth ist|is das|the ist|is dein|your Dein|your HERR|GOD ist|is das|the Reich|kingdom und|and du|you bist|are erhöht|[erhöht] über|over alles|all (manner zum|as-a Obersten|head
29:12	Reichtum|riches und|and Ehre|glory ist|is vor|stringed instrument dir|face Du|you herrschest|rule über|over alles|all (manner in|in deiner|your Hand|by steht|is Kraft|strength und|and Macht|might in|in deiner|your Hand|by steht|is es|it jedermann|all (manner groß|magnify und|and stark|strong zu|to machen|magnify
29:13	Nun|henceforth unser|our Gott|God wir|we danken|praise dir|you und|and rühmen|praise den|the Namen|name deiner|your Herrlichkeit|glory
29:14	Denn|and was|what bin|am ich|I Was|what ist|is mein|my Volk|nation daß|and wir|we sollten|stayed vermögen|strength freiwillig|willing so|then viel|hereby (-in zu|to geben|willing Denn|and von|stringed instrument dir|you ist|is alles|all (manner gekommen|come und|and von|stringed instrument deiner|your Hand|by haben|have wir|we dir|you s|[s] gegeben|put
29:15	Denn|and wir|we sind|are Fremdlinge|stranger und|and Gäste|sojourner vor|before dir|face wie|as unsre|our Väter|fathers alle|all (manner unser|our Leben|time auf|above Erden|earth ist|is wie|as ein|a Schatten|shadow und|and ist|is kein|no Aufhalten|hope
29:16	HERR|GOD unser|our Gott|God aller|all (manner dieser|this Haufe|multitude den|the wir|we zugerichtet|made haben|prepare dir|you ein|a Haus|household zu|to bauen|build deinem|your heiligen|holy Namen|name ist|is von|stringed instrument deiner|your Hand|by gekommen|come und|and ist|is alles|all (manner dein|your
29:17	Ich|I weiß|know mein|my Gott|God daß|and du|you das|the Herz|heart prüfst|[prüfst] und|and Aufrichtigkeit|uprightness ist|is dir|you angenehm|accept Darum|therefore habe|have ich|I dies|this alles|all (manner aus|from aufrichtigem|equity Herzen|heart freiwillig|[freiwillig] gegeben|willing und|and habe|have jetzt|henceforth mit|with Freuden|joy gesehen|see dein|your Volk|nation das|the hier|here vorhanden|around ist|find daß|that es|it dir|you freiwillig|[freiwillig] gegeben|given hat|willing
29:18	HERR|GOD Gott|God unsrer|our Väter|fathers Abrahams|Abraham's Isaaks|Isaac und|and Israels|Israelites bewahre|keep ewiglich|ever solchen|hereby (-in Sinn|imagination und|and Gedanken|thought im|in-the Herzen|heart deines|your Volkes|nation und|and richte|prepare ihre|their Herzen|heart zu|to dir|you
29:19	Und|and meinem|my Sohn|old Salomo|Solomon gib|put ein|a rechtschaffenes|perfect Herz|heart daß|that er|he halte|keep deine|your Gebote|commandments Zeugnisse|testimony und|and Rechte|statute daß|that er|he alles|all (manner tue|make und|and baue|build diese|these Wohnung|palace die|the ich|I zugerichtet|made habe|prepare
29:20	Und|and David|David sprach|said zu|to der|the ganzen|all (manner Gemeinde|congregation Lobet|bless den|the HERRN|GOD euren|your Gott|God Und|and die|the ganze|all (manner Gemeinde|congregation lobte|bless den|the HERRN|GOD den|the Gott|God ihrer|their Väter|fathers und|and sie|they neigten|bowed sich|stoop und|and fielen|fell nieder|worship vor|before dem|the HERRN|GOD und|and vor|before dem|the König|royal
29:21	und|and opferten|sacrifice dem|the HERRN|GOD Opfer|sacrifice Und|and des|he Morgens|morrow opferten|[opferten] sie|offer Brandopfer|ascent tausend|thousand Farren|bullock tausend|thousand Widder|ram tausend|thousand Lämmer|lamb mit|with ihren|their Trankopfern|offering und|and opferten|sacrifice die|the Menge|multitude unter|under dem|the ganzen|all (manner Israel|Israelites
29:22	und|and aßen|ate und|and tranken|drink desselben|he Tages|time vor|face dem|the HERRN|GOD mit|with großen|great Freuden|joy und|and machten|reign zum|as-a zweitenmal|second Salomo|Solomon den|the Sohn|old Davids|David zum|as-a König|reign und|and salbten|anoint ihn|him dem|the HERRN|GOD zum|as-a Fürsten|ruler und|and Zadok|Zadok zum|as-a Priester|priest
29:23	Also|so saß|dwell Salomo|Solomon auf|above dem|the Stuhl|throne des|of-the Herrn|GOD als|when ein|a König|royal an|to seines|his Vaters|father's Davids|David Statt|Toah und|and ward|was glücklich|prosper und|and ganz|all (manner Israel|Israelites ward|was ihm|him gehorsam|hear
29:24	Und|and alle|all (manner Obersten|prince und|and Gewaltigen|mighty auch|also alle|all (manner Kinder|old des|of-the Königs|royal David|David taten|put sich|himself unter|Toah den|the König|royal Salomo|Solomon
