1:1	Am|on-the Anfang|beginning schuf|create Gott|God Himmel|heaven und|and Erde|earth
42:14	Joseph|Joseph sprach|said zu|to ihnen|them Das|the ist|is s|[s] was|what ich|I euch|you gesagt|said habe|speak Kundschafter|spy seid|are ihr|you
42:15	Daran|hereby (-in will|will ich|I euch|you prüfen|test bei|with dem|the Leben|live Pharaos|Pharaoh ihr|you sollt|shall nicht|not von|from dannen|there kommen|bring es|it komme|come denn|for her|here euer|your jüngster|small Bruder|brother
42:16	Sendet|send einen|a unter|under euch|you hin|away der|the euren|your Bruder|brother hole|take ihr|you aber|but sollt|shall gefangen|taken-captive sein|his Also|so will|will ich|I prüfen|test eure|your Rede|word ob|whether ihr|you mit|with Wahrheit|faithfulness umgeht|deal oder|or nicht|not Denn|for wo|where nicht|not so|then seid|are ihr|you bei|with dem|the Leben|live Pharaos|Pharaoh Kundschafter|spy
42:17	Und|and er|he ließ|had sie|they beisammen|together verwahren|ward drei|three Tage|time lang|long
42:18	Am|on-the dritten|third Tage|time aber|but sprach|said er|Joseph zu|to ihnen|them Wollt|want ihr|you leben|live so|then tut|make also|so denn|for ich|I fürchte|fear Gott|God
42:19	Seid|are ihr|you redlich|prepare so|then laßt|let eurer|your Brüder|brothers einen|a gebunden|bound liegen|remain in|in eurem|your Gefängnis|household ihr|you aber|but zieht|go hin|go und|and bringet|bring heim|household was|what ihr|you gekauft|bought habt|have für|for den|the Hunger|famine
42:20	Und|and bringt|bring euren|your jüngsten|small Bruder|brother zu|to mir|me so|then will|will ich|I euren|your Worten|word glauben|believe daß|that ihr|you nicht|not sterben|die müßt|die Und|and sie|they taten|make also|so
42:21	Sie|they aber|but sprachen|said untereinander|to-one-another Das|the haben|have wir|we uns|us an|to unserm|our Bruder|brother verschuldet|brought-guilt daß|that wir|we sahen|see die|the Angst|trouble seiner|his Seele|soul da|then er|he uns|us anflehte|mercy und|and wir|we wollten|wanted ihn|him nicht|not erhören|hear darum|therefore kommt|comes nun|now diese|these Trübsal|trouble über|over uns|us
42:22	Ruben|Reuben antwortete|answer ihnen|them und|and sprach|said Sagte|told ich|I s|[s] euch|you nicht|not da|then ich|I sprach|said Versündigt|sin euch|you nicht|not an|to dem|the Knaben|child und|and ihr|you wolltet|would nicht|not hören|hear Nun|now wird|will sein|his Blut|blood gefordert|seek
42:23	Sie|they wußten|know aber|but nicht|not daß|that es|it Joseph|Joseph verstand|hear denn|for er|he redete|spoke mit|with ihnen|them durch|through einen|a Dolmetscher|scorner
42:24	Und|and er|he wandte|turned sich|compass von|from ihnen|them und|and weinte|weep Da|then er|he nun|now sich|himself wieder|return zu|to ihnen|them wandte|return und|and mit|with ihnen|them redete|speak nahm|take er|he aus|from ihnen|them Simeon|Simeon und|and band|bound ihn|him vor|before ihren|their Augen|eye
42:25	Und|and Joseph|Joseph tat|did Befehl|command daß|that man|one ihre|their Säcke|vessel mit|with Getreide|corn füllte|fill und|and ihr|you Geld|silver wiedergäbe|return einem|a jeglichen|one in|in seinen|his Sack|sackcloth dazu|also auch|also Zehrung|victuals auf|on den|the Weg|way und|and man|one tat|make ihnen|them also|prepare
42:26	Und|and sie|they luden|bear ihre|their Ware|corn auf|on ihre|their Esel|ass und|and zogen|go von|from dannen|there
42:27	Da|then aber|but einer|one seinen|his Sack|sackcloth auftat|open daß|that er|he seinem|his Esel|ass Futter|provender gäbe|put in|in der|the Herberge|inn ward|was er|he gewahr|see seines|his Geldes|silver das|the oben|mouth im|in-the Sack|sack lag|lay
42:28	und|and sprach|said zu|to seinen|his Brüdern|brothers Mein|my Geld|silver ist|is mir|me wieder|back geworden|return siehe|behold in|in meinem|my Sack|sack ist|is es|it Da|then entfiel|bring ihnen|them ihr|you Herz|heart und|and sie|they erschraken|afraid untereinander|to-one-another und|and sprachen|said Warum|why hat|has uns|us Gott|God das|the getan|make
42:29	Da|then sie|they nun|now heimkamen|came-home zu|to ihrem|her Vater|father Jakob|Jacob ins|into-the Land|land Kanaan|Canaan sagten|tell sie|they ihm|him alles|all was|what ihnen|them begegnet|meets war|happen und|and sprachen|said
42:30	Der|the Mann|man der|the im|in-the Lande|land Herr|LORD ist|is redete|speak hart|hard mit|with uns|us und|and hielt|put uns|us für|for Kundschafter|spy des|of-the Landes|land
42:31	Und|and da|then wir|we ihm|him antworteten|answered Wir|we sind|are redlich|prepare und|and nie|never Kundschafter|spy gewesen|been
42:32	sondern|but zwölf|ten Brüder|brothers unsers|our Vaters|father's Söhne|old einer|one ist|is nicht|not mehr|more vorhanden|around und|and der|the jüngste|small ist|is noch|time bei|with unserm|our Vater|father im|in-the Lande|land Kanaan|Canaan
42:33	sprach|said der|the Herr|LORD des|of-the Landes|land zu|to uns|us Daran|by-this will|will ich|I merken|know ob|whether ihr|you redlich|prepare seid|are Einen|a eurer|your Brüder|brothers laßt|leave bei|with mir|me und|and nehmt|take die|the Notdurft|famine für|for euer|your Haus|household und|and zieht|go hin|go
42:34	und|and bringt|bring euren|your jüngsten|small Bruder|brother zu|to mir|me so|then merke|know ich|I daß|that ihr|you nicht|not Kundschafter|spy sondern|but redlich|prepare seid|are so|then will|will ich|I euch|you euren|your Bruder|brother geben|put und|and ihr|you mögt|may im|in-the Lande|land werben|merchant
42:35	Und|and da|then sie|they die|the Säcke|sackcloth ausschütteten|empty fand|found ein|a jeglicher|one sein|his Bündlein|bundle Geld|silver in|in seinem|his Sack|sackcloth Und|and da|then sie|they sahen|see daß|that es|it Bündlein|bundle ihres|her Geldes|silver waren|were erschraken|fear sie|they samt|along-with ihrem|her Vater|father
42:36	Da|then sprach|said Jakob|Jacob ihr|you Vater|father zu|to ihnen|them Ihr|you beraubt|bereave mich|me meiner|my Kinder|sons Joseph|Joseph ist|is nicht|not mehr|more vorhanden|around Simeon|Simeon ist|is nicht|not mehr|more vorhanden|around Benjamin|Benjamin wollt|want ihr|you hinnehmen|take es|it geht|goes alles|all über|over mich|me
42:37	Ruben|Reuben antwortete|answered seinem|his Vater|father und|and sprach|said Wenn|when ich|I dir|you ihn|him nicht|not wiederbringe|bring-back so|then erwürge|die meine|my zwei|two Söhne|old gib|put ihn|him nur|only in|in meine|my Hand|by ich|I will|will ihn|him dir|you wiederbringen|return
42:38	Er|he sprach|said Mein|my Sohn|old soll|shall nicht|not mit|with euch|you hinabziehen|descend denn|for sein|his Bruder|brother ist|is tot|die und|and er|he ist|is allein|only übriggeblieben|leave wenn|when ihm|him ein|a Unfall|harm auf|on dem|the Wege|way begegnete|befall den|the ihr|you reiset|go würdet|would ihr|you meine|my grauen|gray Haare|grayheaded mit|with Herzeleid|sorrow in|in die|the Grube|grave bringen|descend
43:1	Die|the Teuerung|famine aber|but drückte|great das|the Land|land
43:2	Und|and da|then es|it verzehrt|have-eaten war|consume was|what sie|they an|to Getreide|corn aus|from Ägypten|Egypt gebracht|brought hatten|had sprach|said ihr|you Vater|father zu|to ihnen|them Zieht|go wieder|back hin|return und|and kauft|buy uns|us ein|a wenig|little Speise|food
43:3	Da|then antwortete|answered ihm|him Juda|Judah und|and sprach|said Der|the Mann|man band|bound uns|us das|the hart|hard ein|testify und|and sprach|said Ihr|you sollt|shall mein|my Angesicht|face nicht|not sehen|see es|it sei|be denn|because un euer|your Bruder|brother mit|with euch|you
43:4	Ist|is s|[s] nun|is daß|that du|you unsern|our Bruder|brother mit|with uns|us sendest|send so|then wollen|will wir|we hinabziehen|descend und|and dir|you zu|to essen|eat kaufen|buy
43:5	Ist|is s|[s] aber|but daß|that du|you ihn|him nicht|not sendest|send so|then ziehen|go wir|we nicht|not hinab|descend Denn|for der|the Mann|man hat|has gesagt|said zu|to uns|us Ihr|you sollt|shall mein|my Angesicht|face nicht|not sehen|see euer|your Bruder|brother sei|be denn|for mit|with euch|you
43:6	Israel|Israelites sprach|said Warum|why habt|have ihr|you so|then übel|evil an|to mir|me getan|evil daß|that ihr|you dem|the Mann|man ansagtet|tell daß|that ihr|you noch|still einen|a Bruder|brother habt|have
43:7	Sie|they antworteten|answered Der|the Mann|man forschte|ask so|then genau|ask nach|after uns|us und|and unsrer|our Freundschaft|kindred und|and sprach|said Lebt|live euer|your Vater|father noch|still Habt|have ihr|is auch|also noch|still einen|a Bruder|brother Da|then sagten|tell wir|we ihm|him wie|above er|he uns|us fragte|word Wie|know konnten|could wir|we wissen|know daß|that er|he sagen|say würde|would Bringt|descend euren|your Bruder|brother mit|with hernieder|descend
43:8	Da|then sprach|said Juda|Judah zu|to Israel|Israelites seinem|his Vater|father Laß|send den|the Knaben|servant mit|with mir|me ziehen|send daß|that wir|we uns|us aufmachen|arise und|and reisen|go und|and leben|live und|and nicht|not sterben|die wir|we und|and du|you und|and unsre|our Kindlein|children
43:9	Ich|I will|will Bürge|surety für|for ihn|him sein|his von|from meinen|my Händen|by sollst|shall du|you ihn|him fordern|seek Wenn|when ich|I dir|you ihn|him nicht|not wiederbringe|bring-back und|and vor|before deine|your Augen|face stelle|set so|then will|will ich|I mein|my Leben|life lang|time die|the Schuld|blame tragen|sin
43:10	Denn|for wo|where wir|we nicht|except hätten|had verzogen|tarry wären|were wir|we schon|already wohl|well zweimal|once wiedergekommen|return
43:11	Da|then sprach|said Israel|Israelites ihr|you Vater|father zu|to ihnen|them Muß|must es|it denn|for ja|yes also|so sein|his so|then tut|do s|make und|and nehmt|take von|from des|of-the Landes|land besten|best Früchten|best fruit in|in eure|your Säcke|vessel und|and bringt|descend dem|the Manne|man Geschenke|offering hinab|down ein|a wenig|little Balsam|balm und|little Honig|honey Würze|spicery und|and Myrrhe|myrrh Datteln|nuts und|and Mandeln|almond
43:12	Nehmt|take auch|also anderes|second Geld|silver mit|with euch|by und|and das|the Geld|silver das|the euch|you oben|mouth in|in euren|your Säcken|sacks wieder|back geworden|become ist|return bringt|return auch|also wieder|return mit|with euch|by Vielleicht|perhaps ist|is ein|a Irrtum|mistake da|then geschehen|happened
43:13	Dazu|also nehmt|take euren|your Bruder|brother macht|power euch|you auf|arise und|and kommt|comes wieder|return zu|to dem|the Manne|man
43:14	Aber|but der|the allmächtige|Almighty Gott|God gebe|put euch|you Barmherzigkeit|mercy vor|face dem|the Manne|man daß|that er|he euch|you lasse|send euren|your andern|another Bruder|brother und|and Benjamin|Benjamin Ich|I aber|but muß|must sein|his wie|as einer|one der|the seiner|his Kinder|sons gar|very beraubt|bereaved ist|bereave
43:15	Da|then nahmen|take sie|they diese|hereby (-in Geschenke|offering und|take das|the Geld|silver zwiefältig|second mit|with sich|by und|and Benjamin|Benjamin machten|made sich|himself auf|arise zogen|descend nach|after Ägypten|Egypt und|and traten|stood vor|face Joseph|Joseph
43:16	Da|then sah|see sie|they Joseph|Joseph mit|with Benjamin|Benjamin und|and sprach|said zu|to seinem|his Haushalter|household Führe|bring diese|these Männer|men ins|into-the Haus|household und|and schlachte|kill und|and richte|establish zu|prepare denn|for sie|they sollen|shall zu|to Mittag|noon mit|with mir|me essen|eat
43:17	Und|and der|the Mann|man tat|make wie|as ihm|him Joseph|Joseph gesagt|said hatte|had und|and führte|brought die|the Männer|men in|in Josephs|Joseph Haus|household
43:18	Sie|they fürchteten|feared sich|fear aber|but daß|that sie|they in|in Josephs|Joseph Haus|household geführt|led wurden|were und|and sprachen|said Wir|we sind|are hereingeführt|brought-in um|word des|of-the Geldes|silver willen|word das|the wir|we in|in unsern|our Säcken|sacks das|the erstemal|beginning wiedergefunden|found haben|return daß|that er|he s|[s] auf|on uns|us bringe|roll und|and fälle|fall ein|a Urteil|fall über|over uns|us damit|thus er|he uns|us nehme|take zu|to eigenen|own Knechten|servant samt|along-with unsern|our Eseln|ass
43:19	Darum|therefore traten|stood sie|come zu|to Josephs|Joseph Haushalter|steward und|and redeten|speak mit|with ihm|him vor|before der|the Haustür|household
43:20	und|and sprachen|said Mein|my Herr|LORD wir|we sind|are das|the erstemal|beginning herabgezogen|descend Speise|food zu|to kaufen|buy
43:21	und|and da|then wir|we in|in die|the Herberge|inn kamen|came und|and unsere|our Säcke|sacks auftaten|open siehe|behold da|then war|was eines|one jeglichen|one Geld|silver oben|mouth in|in seinem|his Sack|sack mit|with völligem|full Gewicht|weight darum|therefore haben|have wir|we s|[s] wieder|return mit|with uns|by gebracht|return
43:22	haben|have auch|also anderes|other Geld|silver mit|with uns|by hergebracht|descend Speise|food zu|to kaufen|buy wir|we wissen|know aber|but nicht|not wer|who uns|us unser|our Geld|silver in|in unsre|our Säcke|sacks gesteckt|put hat|put
43:23	Er|he aber|but sprach|said Gehabt|had euch|you wohl|peace fürchtet|fear euch|fear nicht|not Euer|your Gott|God hat|has euch|you einen|a Schatz|treasure gegeben|put in|in eure|your Säcke|sacks Euer|your Geld|silver ist|is mir|me geworden|become Und|and er|he führte|bring Simeon|Simeon zu|to ihnen|them heraus|out
43:24	und|and führte|brought sie|they in|in Josephs|Joseph Haus|household gab|put ihnen|them Wasser|water daß|that sie|they ihre|their Füße|feet wuschen|wash und|and gab|put ihren|their Eseln|ass Futter|provender
43:25	Sie|they aber|but bereiteten|prepare das|the Geschenk|offering zu|to bis|until das|ever Joseph|Joseph kam|came auf|on den|the Mittag|noon denn|for sie|they hatten|had gehört|hear daß|that sie|they daselbst|there das|the Brot|bread essen|eat sollten|should
43:26	Da|then nun|now Joseph|Joseph zum|as-a Hause|household einging|went-in brachten|brought sie|they ihm|him ins|into-the Haus|household das|the Geschenk|offering in|in ihren|their Händen|by und|and fielen|worship vor|before ihm|him nieder|down zur|to-the Erde|earth
43:27	Er|he aber|but grüßte|ask sie|they freundlich|peace und|and sprach|said Geht|goes es|it eurem|your Vater|father dem|the Alten|elders wohl|peace von|from dem|the ihr|you mir|me sagtet|told Lebt|lives er|live noch|still
43:28	Sie|they antworteten|answered Es|it geht|goes deinem|your Knechte|servant unserm|our Vater|father wohl|peace und|and er|he lebt|live noch|still Und|and sie|they neigten|bowed sich|stoop und|and fielen|fell vor|before ihm|him nieder|worship
43:29	Und|and er|he hob|bear seine|his Augen|eye auf|bear und|and sah|see seinen|his Bruder|brother Benjamin|Benjamin seiner|his Mutter|mother Sohn|old und|and sprach|said Ist|is das|the euer|your jüngster|small Bruder|brother von|from dem|the ihr|you mir|me sagtet|told und|and sprach|said weiter|further Gott|God sei|be dir|you gnädig|mercy mein|my Sohn|old
43:30	Und|and Joseph|Joseph eilte|haste denn|for sein|his Herz|mercy entbrannte|yearn ihm|him gegen|toward seinen|his Bruder|brother und|and suchte|seek wo|where er|he weinte|weep und|and ging|went in|in seine|his Kammer|chamber und|and weinte|weep daselbst|there
43:31	Und|and da|then er|he sein|his Angesicht|face gewaschen|washed hatte|wash ging|went er|he heraus|bring und|and hielt|holding sich|himself fest|firmly und|and sprach|said Legt|put Brot|bread auf|put
43:32	Und|and man|one trug|put ihm|him besonders|separately auf|put und|and jenen|those auch|also besonders|separately und|and den|the Ägyptern|Egyptian die|the mit|with ihm|him aßen|ate auch|also besonders|separately Denn|for die|the Ägypter|Egyptian dürfen|could nicht|not Brot|bread essen|eat mit|with den|the Hebräern|Hebrew denn|for es|it ist|is ein|a Greuel|Egypt vor|before ihnen|abomination
43:33	Und|and man|one setzte|sat sie|dwell ihm|him gegenüber|face den|the Erstgeborenen|firstborn nach|after seiner|his Erstgeburt|birthright und|and den|the Jüngsten|younger nach|after seiner|his Jugend|youth Des|of-the verwunderten|marvel sie|they sich|himself untereinander|to-one-another
43:34	Und|and man|one trug|bear ihnen|them Essen|burden vor|face von|from seinem|his Tisch|table aber|but dem|the Benjamin|Benjamin ward|was fünfmal|five mehr|multiply denn|for den|the andern|all (manner Und|and sie|they tranken|drink und|and wurden|were fröhlich|drunken mit|with ihm|him
44:1	Und|and Joseph|Joseph befahl|command seinem|his Haushalter|household und|and sprach|said Fülle|fill den|the Männern|men ihre|their Säcke|sacks mit|with Speise|food soviel|full-price sie|they führen|bear können|could lege|put jeglichem|each sein|his Geld|silver oben|mouth in|in seinen|his Sack|sack
